Timestamp,,
3/28/2024 9:21:35,Ikalis [Heart of Amethyst],Clyde [Moonlight Castle]
3/28/2024 9:21:38,Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light]
3/28/2024 9:23:54,Drayden [Undefeated],
3/28/2024 9:24:11,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/28/2024 9:25:44,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/28/2024 9:32:21,Drayden [Undefeated],Clyde [Moonlight Castle]
3/28/2024 10:00:09,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/28/2024 10:00:13,Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light]
3/28/2024 10:21:57,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/28/2024 10:22:35,Drayden [Undefeated],
3/28/2024 10:25:15,Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light]
3/28/2024 10:52:10,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/28/2024 10:55:26,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/28/2024 11:02:23,Drayden [Undefeated],Clyde [Moonlight Castle]
3/28/2024 11:29:43,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/28/2024 11:37:10,Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light]
3/28/2024 11:45:22,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/28/2024 12:17:03,Ikalis [Heart of Amethyst],Clyde [Moonlight Castle]
3/28/2024 12:36:27,Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light]
3/28/2024 14:21:21,Ikalis [Heart of Amethyst],Clyde [Moonlight Castle]
3/28/2024 14:23:55,Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light]
3/28/2024 16:05:22,Drayden [Undefeated],Clyde [Moonlight Castle]
3/28/2024 16:18:50,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/28/2024 17:43:38,Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light]
3/28/2024 22:28:59,Drayden [Undefeated],Clyde [Moonlight Castle]
3/28/2024 22:29:09,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/28/2024 22:34:07,Ikalis [Heart of Amethyst],Clyde [Moonlight Castle]
3/28/2024 22:57:46,Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light]
3/28/2024 23:07:40,Drayden [Undefeated],Clyde [Moonlight Castle]
3/28/2024 23:58:18,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/29/2024 0:04:56,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 0:07:03,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/29/2024 0:46:21,Drayden [Undefeated],
3/29/2024 1:20:03,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 1:20:58,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 1:23:29,,Vulkan [Hearts Faster Than Light]
3/29/2024 1:25:15,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/29/2024 2:11:25,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/29/2024 2:11:37,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 2:57:13,Ikalis [Heart of Amethyst],Clyde [Moonlight Castle]
3/29/2024 3:23:36,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/29/2024 3:24:56,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/29/2024 4:10:33,Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light]
3/29/2024 4:10:33,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 4:40:11,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 4:40:55,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 4:46:03,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/29/2024 6:59:07,Ikalis [Heart of Amethyst],Clyde [Moonlight Castle]
3/29/2024 8:13:31,Ikalis [Heart of Amethyst],Clyde [Moonlight Castle]
3/29/2024 8:25:05,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 8:26:19,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 8:41:13,Drayden [Undefeated],
3/29/2024 9:00:51,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 9:34:26,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/29/2024 9:48:09,Ikalis [Heart of Amethyst],Clyde [Moonlight Castle]
3/29/2024 9:51:24,Ikalis [Heart of Amethyst],Clyde [Moonlight Castle]
3/29/2024 10:28:51,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 10:42:48,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/29/2024 11:23:45,Ikalis [Heart of Amethyst],Clyde [Moonlight Castle]
3/29/2024 13:17:06,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/29/2024 14:36:06,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 15:44:56,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 16:12:14,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/29/2024 16:52:36,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 18:51:11,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 18:53:40,Ikalis [Heart of Amethyst],Clyde [Moonlight Castle]
3/29/2024 19:19:31,Drayden [Undefeated],Clyde [Moonlight Castle]
3/29/2024 22:52:57,Drayden [Undefeated],Clyde [Moonlight Castle]
3/30/2024 0:30:32,Drayden [Undefeated],Clyde [Moonlight Castle]
3/31/2024 10:23:16,Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light]
3/31/2024 10:25:05,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
3/31/2024 10:26:42,Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light]
3/31/2024 10:28:02,Drayden [Undefeated],Vulkan [Hearts Faster Than Light]
